#,Nombre Requisito,Fed - Estatal - Municipal,Ley - reglamento,Nombre,Artículo,Fracción y/o Inciso
0,No aplica,No disponible,No aplica,No aplica,No aplica,No aplica
402,"Estudio Geofísico, Geológico (Zona de Riesgo Alto y Muy Alto) Debidamente firmado, realizado por perito registrado oficialmente, unicamente para las zonas consideradas como alto y muy alto riesgo, según el atlas de riesgo del estado con sus propuestas de mitigación Deberá presentar el visto bueno del consejo geológico e hidrometeorológico (ante la autoridad estatal presentará un dictamen de las medidas de mitigación aplicables, elaborado por un profesionista especialista en el tema o un técnico autorizado por el Consejo Técnico Geológico o Hidrometeorológico constituido para ese efecto.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,l
403,"Estudio Hidrológico Hidráulico (Zona de Riesgo Alto y Muy Alto) Debidamente firmado, realizado por perito registrado oficialmente, unicamente para las zonas consideradas como alto y muy alto riesgo, según el atlas de riesgo del estado con sus propuestas de mitigación Deberá presentar el visto bueno del consejo geológico e hidrometeorológico (ante la autoridad estatal presentará un dictamen de las medidas de mitigación aplicables, elaborado por un profesionista especialista en el tema o un técnico autorizado por el Consejo Técnico Geológico o Hidrometeorológico constituido para ese efecto.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,l
404,Identificación oficial de (o los) propietario(s) con firma y fotografía.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,l
405,Pago de derechos correspondientes.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,l
406,Plano de localización del predio en formato oficial y debidamente firmado en original por el propietario o poseedor del predio (Elaborado de acuerdo al contenido y forma del mismo).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,l
407,Solicitud oficial correspondiente indicando el giro que se pretende (Firmada por el propietario y/o representante legal).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,l
408,cumplir con todos los requisitos.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",308,No aplica
409,Carta poder simple.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
410,Carta Responsiva y copia de cédula profesional de cada uno de los Asesores del Estudio elaborado.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
411,"Comprobante de domicilio para recibir notificaciones, preferentemente en el municipio de Monterrey.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
412,Croquis con las distancias de resguardo.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
413,"Croquis de ubicación del predio, indicando los usos colindantes existentes a 100 mts Por ambos lados del predio y 200 mts en la acera de enfrente (usos condicionados).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
414,Cuatro (4) fotografías exteriores y cuatro (4) fotografías interiores actualizadas del predio (1 juego original a color).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
415,"En predios que se encuentren fuera de fraccionamiento autorizado, deberá presentar Cédula Única Catastral (fecha de expedición no mayor a 3 meses).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
416,"Escrito dirigido a la Secretaría de Desarrollo Urbano Sostenible donde indique el trámite a solicitar, la fecha de solicitud y los documentos presentados (Firmada por el propietario y/o Representante Legal).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
417,"Estudio de impacto ambiental y resolutivo del MIA, en caso de ser necesario (Debidamente firmado).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
418,"Estudio de Movilidad, en caso de ser necesario (Debidamente firmado ).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
419,"Estudio Geofísico, Geológico, Estabilidad de taludes (Alto y Muy Alto riesgo o según sea el caso) Con sus propuestas de mitigación, visto bueno del consejo geológico e hidrometeorológico, los cuales deberán ser avalados por un director responsable de obra Quien deberá presentar carta responsiva y entregar copia de la cédula profesional que lo acredite contar con carrera fin (Original rubricado en caso de ser necesario)"".",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
420,"Estudio Hidrológico Hidráulico (Alto y Muy Alto Riesgo o según sea el caso) (Original rubricado en caso de ser necesario) con sus propuestas de mitigación, visto bueno del consejo geológico e hidrometeorológico, los cuales deberán ser avalados por un director responsable de obra Quien deberá presentar carta responsiva y entregar copia de la cédula profesional que lo acredite contar con carrera fin (Originial rubricado en caso de ser necesario).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
421,f) Título de concesión expedido por la SCT (Secretaría de Comunicación y Transporte).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
422,"Factibilidad de los servicios de agua y drenaje sanitario y servicios de electricidad, para construcciones que presenten un Coeficiente de Utilización del SueloCUS mayor de 1500 m2 mil quinientos metros cuadrados.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
423,Ficha Ambiental ( firmado por propietario).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
424,"Plano aprobado por la ASEA (Agencia de Seguridad, Energía y Ambiente).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
425,Presentar permisos y resolutivos de los estudios correspondientes otorgados por el ASEA.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
426,Resolución en cuanto al Estudio de Impacto y Riesgo Ambiental emitido por ASEA.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
427,Según su caso presentar:.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
428,Solicitud oficial correspondiente (Firmada por el propietario y/o Representante Legal).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
429,Vo Bo Protección civil del Estado.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León","161, 162, 311",No aplica
430,Carta poder simple.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",308,ll
431,Cuatro (4) fotografías exteriores y cuatro (4) fotografías interiores actualizadas del predio.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",308,ll
432,"Escrito dirigido a la Secretaría de Desarrollo Urbano Sostenible donde indique el trámite a solicitar, la fecha de solicitud y los documentos presentados (Firmada por el propietario y/o representante legal).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",308,ll
433,Solicitud oficial correspondiente (Firmada por el propietario y/o representante legal).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",308,ll
434,"Acreditar el interés que le asiste, y en el caso de representación contar con poder suficiente para tal efecto (copia simple o copia certificada, según sea el caso de cada documento).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
435,Acreditar la propiedad o posesión del predio (El o los documentos deberán estar inscritos en el Registro Público de la Propiedad o en el Instituto Registral y Catastral del Estado).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
436,"Al momento de obtener el visto bueno de toda la documentación, se deberá presentar toda la papelería en original y escaneada en un CD para su folio de ingreso Se deberá presentar los documentos en formato digital (CD).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
437,"Antecedentes de autorización o licencias otorgadas respecto al predio en cuestión, los cuales deberán estar inscritos en el Instituto Registral y Catastral del Estado de Nuevo León (La autorización anterior está comprendida por planos, y en su caso acuerdo y carátula).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
438,"Comprobante de domicilio para recibir notificaciones, preferentemente en el municipio de Monterrey.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
439,Comprobante del pago del impuesto predial al corriente.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
440,Identificación oficial de (o los) propietario(s) con firma y fotografía.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
441,Pago de derechos correspondientes.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
442,"Plano de localización del predio en formato oficial en el que deberá indicar el uso que se pretende, así como las vías públicas, los servicios públicos colindantes y las curvas de nivel a cada metro (Elaborado de acuerdo al contenido y forma del mismo) (copia para revisión y, 3 para ingreso debidamente firmados en original por el Propietario).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
443,"Si es persona moral, traer acta constitutiva y demás modificaciones a sus estatus sociales (copia simple de cada documento).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",311,ll
